,resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status,circuitId,name,country,year
1943,22290,907,825,1,20.0,6,7.0,7,7,6.0,71,32.031,5307007.0,53.0,7.0,01:12.7,214.081,Finished,70,Red Bull Ring,Austria,2014
1944,22291,907,817,9,3.0,5,8.0,8,8,4.0,71,43.522,5318498.0,55.0,10.0,01:13.1,213.161,Finished,70,Red Bull Ring,Austria,2014
1945,22292,907,807,10,27.0,10,9.0,9,9,2.0,71,44.137,5319113.0,60.0,11.0,01:13.2,212.882,Finished,70,Red Bull Ring,Austria,2014
1946,22293,907,8,6,7.0,8,10.0,10,10,1.0,71,47.777,5322753.0,55.0,9.0,01:12.9,213.676,Finished,70,Red Bull Ring,Austria,2014
1947,22294,907,18,1,22.0,11,11.0,11,11,0.0,71,50.966,5325942.0,60.0,8.0,01:12.9,213.752,Finished,70,Red Bull Ring,Austria,2014
1948,22306,908,1,131,44.0,6,1.0,1,1,25.0,52,26:52.1,8812094.0,26.0,1.0,01:37.2,218.239,Finished,9,Silverstone Circuit,UK,2014
1949,22307,908,822,3,77.0,14,2.0,2,2,18.0,52,30.135,8842229.0,34.0,4.0,01:38.3,215.822,Finished,9,Silverstone Circuit,UK,2014
1950,22308,908,817,9,3.0,8,3.0,3,3,15.0,52,46.495,8858589.0,34.0,7.0,01:38.5,215.395,Finished,9,Silverstone Circuit,UK,2014
1951,22309,908,18,1,22.0,3,4.0,4,4,12.0,52,47.39,8859484.0,52.0,5.0,01:38.3,215.778,Finished,9,Silverstone Circuit,UK,2014
1952,22310,908,20,9,1.0,2,5.0,5,5,10.0,52,53.864,8865958.0,52.0,2.0,01:37.5,217.556,Finished,9,Silverstone Circuit,UK,2014
1953,22311,908,4,6,14.0,16,6.0,6,6,8.0,52,59.946,8872040.0,52.0,8.0,01:38.6,215.115,Finished,9,Silverstone Circuit,UK,2014
1954,22312,908,825,1,20.0,5,7.0,7,7,6.0,52,+1:02.563,8874657.0,32.0,10.0,01:38.7,214.919,Finished,9,Silverstone Circuit,UK,2014
1955,22313,908,807,10,27.0,4,8.0,8,8,4.0,52,+1:28.692,8900786.0,52.0,9.0,01:38.6,215.032,Finished,9,Silverstone Circuit,UK,2014
1956,22314,908,826,5,26.0,9,9.0,9,9,2.0,52,+1:29.340,8901434.0,45.0,6.0,01:38.4,215.509,Finished,9,Silverstone Circuit,UK,2014
1957,22328,909,3,131,6.0,1,1.0,1,1,25.0,67,33:42.9,5622914.0,67.0,6.0,01:21.3,202.543,Finished,10,Hockenheimring,Germany,2014
1958,22329,909,822,3,77.0,2,2.0,2,2,18.0,67,20.789,5643703.0,45.0,9.0,01:21.5,202.056,Finished,10,Hockenheimring,Germany,2014
1959,22330,909,1,131,44.0,20,3.0,3,3,15.0,67,22.53,5645444.0,53.0,1.0,01:19.9,206.066,Finished,10,Hockenheimring,Germany,2014
1960,22331,909,20,9,1.0,6,4.0,4,4,12.0,67,44.014,5666928.0,39.0,10.0,01:21.5,201.93,Finished,10,Hockenheimring,Germany,2014
1961,22332,909,4,6,14.0,7,5.0,5,5,10.0,67,52.467,5675381.0,57.0,3.0,01:20.5,204.429,Finished,10,Hockenheimring,Germany,2014
1962,22333,909,817,9,3.0,5,6.0,6,6,8.0,67,52.549,5675463.0,53.0,5.0,01:20.8,203.676,Finished,10,Hockenheimring,Germany,2014
1963,22334,909,807,10,27.0,9,7.0,7,7,6.0,67,+1:04.178,5687092.0,44.0,13.0,01:22.1,200.57,Finished,10,Hockenheimring,Germany,2014
1964,22335,909,18,1,22.0,11,8.0,8,8,4.0,67,+1:24.711,5707625.0,64.0,8.0,01:21.3,202.424,Finished,10,Hockenheimring,Germany,2014
1965,22350,910,817,9,3.0,4,1.0,1,1,25.0,70,53:05.1,6785058.0,58.0,2.0,01:26.6,182.103,Finished,11,Hungaroring,Hungary,2014
1966,22351,910,4,6,14.0,5,2.0,2,2,18.0,70,5.225,6790283.0,40.0,5.0,01:27.4,180.413,Finished,11,Hungaroring,Hungary,2014
1967,22352,910,1,131,44.0,22,3.0,3,3,15.0,70,5.857,6790915.0,36.0,4.0,01:27.4,180.494,Finished,11,Hungaroring,Hungary,2014
1968,22353,910,3,131,6.0,1,4.0,4,4,12.0,70,+6.361s,6791419.0,64.0,1.0,01:25.7,183.981,Finished,11,Hungaroring,Hungary,2014
1969,22354,910,13,3,19.0,6,5.0,5,5,10.0,70,29.841,6814899.0,51.0,7.0,01:28.2,178.757,Finished,11,Hungaroring,Hungary,2014
1970,22355,910,8,6,7.0,16,6.0,6,6,8.0,70,31.491,6816549.0,47.0,6.0,01:28.0,179.257,Finished,11,Hungaroring,Hungary,2014
1971,22356,910,20,9,1.0,2,7.0,7,7,6.0,70,40.964,6826022.0,52.0,9.0,01:28.7,177.716,Finished,11,Hungaroring,Hungary,2014
1972,22357,910,822,3,77.0,3,8.0,8,8,4.0,70,41.344,6826402.0,63.0,3.0,01:26.9,181.595,Finished,11,Hungaroring,Hungary,2014
1973,22358,910,818,5,25.0,8,9.0,9,9,2.0,70,58.527,6843585.0,31.0,11.0,01:29.1,176.97,Finished,11,Hungaroring,Hungary,2014
1974,22359,910,18,1,22.0,7,10.0,10,10,1.0,70,+1:07.280,6852338.0,50.0,13.0,01:29.2,176.898,Finished,11,Hungaroring,Hungary,2014
1975,22360,910,16,15,99.0,11,11.0,11,11,0.0,70,+1:08.169,6853227.0,41.0,8.0,01:28.7,177.8,Finished,11,Hungaroring,Hungary,2014
1976,22361,910,825,1,20.0,21,12.0,12,12,0.0,70,+1:18.465,6863523.0,41.0,10.0,01:28.9,177.442,Finished,11,Hungaroring,Hungary,2014
1977,22362,910,813,208,13.0,20,13.0,13,13,0.0,70,+1:24.024,6869082.0,45.0,12.0,01:29.1,176.954,Finished,11,Hungaroring,Hungary,2014
1978,22373,911,817,9,3.0,5,1.0,1,1,25.0,44,24:36.6,5076556.0,44.0,6.0,01:53.0,223.187,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1979,22374,911,3,131,6.0,1,2.0,2,2,18.0,44,3.383,5079939.0,36.0,1.0,01:50.5,228.161,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1980,22375,911,822,3,77.0,6,3.0,3,3,15.0,44,28.032,5104588.0,40.0,4.0,01:52.7,223.698,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1981,22376,911,8,6,7.0,8,4.0,4,4,12.0,44,36.815,5113371.0,39.0,13.0,01:54.1,221.004,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1982,22377,911,20,9,1.0,3,5.0,5,5,10.0,44,52.196,5128752.0,36.0,5.0,01:53.0,223.229,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1983,22378,911,18,1,22.0,10,6.0,6,6,8.0,44,54.58,5131136.0,38.0,8.0,01:53.5,222.186,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1984,22379,911,4,6,14.0,4,7.0,7,7,6.0,44,+1:01.162,5137718.0,29.0,11.0,01:53.9,221.413,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1985,22380,911,815,10,11.0,13,8.0,8,8,4.0,44,+1:04.293,5140849.0,28.0,16.0,01:54.5,220.151,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1986,22381,911,826,5,26.0,11,9.0,9,9,2.0,44,+1:05.347,5141903.0,26.0,14.0,01:54.2,220.87,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1987,22382,911,807,10,27.0,18,10.0,10,10,1.0,44,+1:05.697,5142253.0,40.0,9.0,01:53.6,221.934,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1988,22383,911,818,5,25.0,12,11.0,11,11,0.0,44,+1:11.920,5148476.0,31.0,7.0,01:53.3,222.592,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1989,22384,911,825,1,20.0,7,12.0,12,12,0.0,44,+1:14.262,5150818.0,28.0,15.0,01:54.2,220.785,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1990,22385,911,13,3,19.0,9,13.0,13,13,0.0,44,+1:15.975,5152531.0,37.0,3.0,01:52.5,224.104,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1991,22386,911,16,15,99.0,14,14.0,14,14,0.0,44,+1:22.447,5159003.0,36.0,2.0,01:52.4,224.301,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1992,22387,911,821,15,21.0,20,15.0,15,15,0.0,44,+1:30.825,5167381.0,32.0,12.0,01:54.0,221.178,Finished,13,Circuit de Spa-Francorchamps,Belgium,2014
1993,22395,912,1,131,44.0,1,1.0,1,1,25.0,53,19:10.2,4750236.0,29.0,1.0,01:28.0,236.975,Finished,14,Autodromo Nazionale di Monza,Italy,2014
1994,22396,912,3,131,6.0,2,2.0,2,2,18.0,53,3.175,4753411.0,51.0,2.0,01:28.2,236.432,Finished,14,Autodromo Nazionale di Monza,Italy,2014
1995,22397,912,13,3,19.0,4,3.0,3,3,15.0,53,25.026,4775262.0,46.0,3.0,01:28.3,236.068,Finished,14,Autodromo Nazionale di Monza,Italy,2014
1996,22398,912,822,3,77.0,3,4.0,4,4,12.0,53,40.786,4791022.0,50.0,5.0,01:28.6,235.49,Finished,14,Autodromo Nazionale di Monza,Italy,2014
1997,22399,912,817,9,3.0,9,5.0,5,5,10.0,53,50.309,4800545.0,53.0,6.0,01:28.6,235.413,Finished,14,Autodromo Nazionale di Monza,Italy,2014
1998,22400,912,20,9,1.0,8,6.0,6,6,8.0,53,59.965,4810201.0,34.0,10.0,01:29.1,233.952,Finished,14,Autodromo Nazionale di Monza,Italy,2014
1999,22401,912,815,10,11.0,10,7.0,7,7,6.0,53,+1:02.518,4812754.0,35.0,8.0,01:29.1,234.042,Finished,14,Autodromo Nazionale di Monza,Italy,2014
2000,22402,912,18,1,22.0,6,8.0,8,8,4.0,53,+1:03.063,4813299.0,35.0,11.0,01:29.2,233.68,Finished,14,Autodromo Nazionale di Monza,Italy,2014
2001,22403,912,8,6,7.0,11,9.0,9,9,2.0,53,+1:03.535,4813771.0,43.0,7.0,01:28.9,234.476,Finished,14,Autodromo Nazionale di Monza,Italy,2014
2002,22404,912,825,1,20.0,5,10.0,10,10,1.0,53,+1:06.171,4816407.0,34.0,12.0,01:29.3,233.58,Finished,14,Autodromo Nazionale di Monza,Italy,2014
2003,22405,912,826,5,26.0,21,11.0,11,11,0.0,53,+1:11.184,4821420.0,51.0,4.0,01:28.5,235.684,Finished,14,Autodromo Nazionale di Monza,Italy,2014
2004,22406,912,807,10,27.0,13,12.0,12,12,0.0,53,+1:12.606,4822842.0,35.0,13.0,01:29.4,233.363,Finished,14,Autodromo Nazionale di Monza,Italy,2014
2005,22407,912,818,5,25.0,12,13.0,13,13,0.0,53,+1:13.093,4823329.0,39.0,9.0,01:29.1,234.005,Finished,14,Autodromo Nazionale di Monza,Italy,2014
2006,22417,913,1,131,44.0,1,1.0,1,1,25.0,60,00:04.8,7204795.0,39.0,1.0,01:50.4,165.137,Finished,15,Marina Bay Street Circuit,Singapore,2014
2007,22418,913,20,9,1.0,4,2.0,2,2,18.0,60,13.534,7218329.0,27.0,8.0,01:52.5,162.052,Finished,15,Marina Bay Street Circuit,Singapore,2014
2008,22419,913,817,9,3.0,3,3.0,3,3,15.0,60,14.273,7219068.0,30.0,9.0,01:52.6,161.98,Finished,15,Marina Bay Street Circuit,Singapore,2014
2009,22420,913,4,6,14.0,5,4.0,4,4,12.0,60,15.389,7220184.0,27.0,6.0,01:52.1,162.636,Finished,15,Marina Bay Street Circuit,Singapore,2014
2010,22421,913,13,3,19.0,6,5.0,5,5,10.0,60,42.161,7246956.0,27.0,13.0,01:53.3,160.959,Finished,15,Marina Bay Street Circuit,Singapore,2014
2011,22422,913,818,5,25.0,12,6.0,6,6,8.0,60,56.801,7261596.0,48.0,4.0,01:51.9,162.895,Finished,15,Marina Bay Street Circuit,Singapore,2014
2012,22423,913,815,10,11.0,15,7.0,7,7,6.0,60,59.038,7263833.0,46.0,5.0,01:52.0,162.793,Finished,15,Marina Bay Street Circuit,Singapore,2014
2013,22424,913,8,6,7.0,7,8.0,8,8,4.0,60,+1:00.641,7265436.0,28.0,11.0,01:52.9,161.545,Finished,15,Marina Bay Street Circuit,Singapore,2014
2014,22425,913,807,10,27.0,13,9.0,9,9,2.0,60,+1:01.661,7266456.0,27.0,10.0,01:52.8,161.703,Finished,15,Marina Bay Street Circuit,Singapore,2014
2015,22426,913,825,1,20.0,9,10.0,10,10,1.0,60,+1:02.230,7267025.0,48.0,2.0,01:51.6,163.33,Finished,15,Marina Bay Street Circuit,Singapore,2014
2016,22427,913,822,3,77.0,8,11.0,11,11,0.0,60,+1:05.065,7269860.0,25.0,7.0,01:52.5,162.058,Finished,15,Marina Bay Street Circuit,Singapore,2014
2017,22428,913,813,208,13.0,18,12.0,12,12,0.0,60,+1:06.915,7271710.0,26.0,12.0,01:53.2,161.059,Finished,15,Marina Bay Street Circuit,Singapore,2014
2018,22429,913,154,208,8.0,16,13.0,13,13,0.0,60,+1:08.029,7272824.0,25.0,15.0,01:53.5,160.591,Finished,15,Marina Bay Street Circuit,Singapore,2014
2019,22430,913,826,5,26.0,10,14.0,14,14,0.0,60,+1:12.008,7276803.0,45.0,3.0,01:51.8,163.151,Finished,15,Marina Bay Street Circuit,Singapore,2014
2020,22431,913,828,207,9.0,22,15.0,15,15,0.0,60,+1:34.188,7298983.0,14.0,19.0,01:55.4,157.985,Finished,15,Marina Bay Street Circuit,Singapore,2014
2021,22432,913,824,206,17.0,19,16.0,16,16,0.0,60,+1:34.543,7299338.0,47.0,14.0,01:53.5,160.598,Finished,15,Marina Bay Street Circuit,Singapore,2014
2022,22439,914,1,131,44.0,2,1.0,1,1,25.0,44,51:43.0,6703021.0,39.0,1.0,01:51.6,187.322,Finished,22,Suzuka Circuit,Japan,2014
2023,22440,914,3,131,6.0,1,2.0,2,2,18.0,44,9.18,6712201.0,15.0,6.0,01:52.6,185.739,Finished,22,Suzuka Circuit,Japan,2014
2024,22441,914,20,9,1.0,9,3.0,3,3,15.0,44,29.122,6732143.0,32.0,3.0,01:51.9,186.795,Finished,22,Suzuka Circuit,Japan,2014
2025,22442,914,817,9,3.0,6,4.0,4,4,12.0,44,38.818,6741839.0,38.0,4.0,01:52.2,186.269,Finished,22,Suzuka Circuit,Japan,2014
2026,22443,914,18,1,22.0,8,5.0,5,5,10.0,44,+1:07.550,6770571.0,33.0,2.0,01:51.7,187.119,Finished,22,Suzuka Circuit,Japan,2014
2027,22444,914,822,3,77.0,3,6.0,6,6,8.0,44,+1:53.773,6816794.0,41.0,13.0,01:54.1,183.213,Finished,22,Suzuka Circuit,Japan,2014
2028,22445,914,13,3,19.0,4,7.0,7,7,6.0,44,+1:55.126,6818147.0,39.0,8.0,01:53.5,184.267,Finished,22,Suzuka Circuit,Japan,2014
2029,22446,914,807,10,27.0,13,8.0,8,8,4.0,44,+1:55.948,6818969.0,28.0,7.0,01:52.8,185.306,Finished,22,Suzuka Circuit,Japan,2014
2030,22447,914,818,5,25.0,20,9.0,9,9,2.0,44,+2:07.638,6830659.0,35.0,11.0,01:53.6,184.086,Finished,22,Suzuka Circuit,Japan,2014
2031,22461,915,1,131,44.0,1,1.0,1,1,25.0,53,31:50.7,5510744.0,48.0,3.0,01:41.6,207.2,Finished,71,Sochi Autodrom,Russia,2014
2032,22462,915,3,131,6.0,2,2.0,2,2,18.0,53,13.657,5524401.0,52.0,2.0,01:41.4,207.703,Finished,71,Sochi Autodrom,Russia,2014
2033,22463,915,822,3,77.0,3,3.0,3,3,15.0,53,17.425,5528169.0,53.0,1.0,01:40.9,208.658,Finished,71,Sochi Autodrom,Russia,2014
2034,22464,915,18,1,22.0,4,4.0,4,4,12.0,53,30.234,5540978.0,47.0,4.0,01:42.0,206.472,Finished,71,Sochi Autodrom,Russia,2014
2035,22465,915,825,1,20.0,11,5.0,5,5,10.0,53,53.616,5564360.0,44.0,14.0,01:43.1,204.245,Finished,71,Sochi Autodrom,Russia,2014
2036,22466,915,4,6,14.0,7,6.0,6,6,8.0,53,+1:00.016,5570760.0,53.0,6.0,01:42.2,206.038,Finished,71,Sochi Autodrom,Russia,2014
2037,22467,915,817,9,3.0,6,7.0,7,7,6.0,53,+1:01.812,5572556.0,50.0,13.0,01:43.0,204.296,Finished,71,Sochi Autodrom,Russia,2014
2038,22468,915,20,9,1.0,10,8.0,8,8,4.0,53,+1:06.185,5576929.0,53.0,8.0,01:42.6,205.133,Finished,71,Sochi Autodrom,Russia,2014
2039,22469,915,8,6,7.0,8,9.0,9,9,2.0,53,+1:18.877,5589621.0,45.0,11.0,01:42.9,204.556,Finished,71,Sochi Autodrom,Russia,2014
2040,22470,915,815,10,11.0,12,10.0,10,10,1.0,53,+1:20.067,5590811.0,47.0,12.0,01:42.9,204.547,Finished,71,Sochi Autodrom,Russia,2014
2041,22471,915,13,3,19.0,18,11.0,11,11,0.0,53,+1:20.877,5591621.0,47.0,10.0,01:42.9,204.636,Finished,71,Sochi Autodrom,Russia,2014
2042,22472,915,807,10,27.0,17,12.0,12,12,0.0,53,+1:21.309,5592053.0,50.0,9.0,01:42.7,205.023,Finished,71,Sochi Autodrom,Russia,2014
2043,22473,915,818,5,25.0,9,13.0,13,13,0.0,53,+1:37.295,5608039.0,53.0,7.0,01:42.5,205.293,Finished,71,Sochi Autodrom,Russia,2014
2044,22482,916,1,131,44.0,2,1.0,1,1,25.0,56,40:04.8,6004785.0,49.0,4.0,01:41.9,194.712,Finished,69,Circuit of the Americas,USA,2014
2045,22483,916,3,131,6.0,1,2.0,2,2,18.0,56,4.314,6009099.0,48.0,5.0,01:41.9,194.706,Finished,69,Circuit of the Americas,USA,2014
2046,22484,916,817,9,3.0,5,3.0,3,3,15.0,56,25.56,6030345.0,33.0,7.0,01:42.8,193.004,Finished,69,Circuit of the Americas,USA,2014
2047,22485,916,13,3,19.0,4,4.0,4,4,12.0,56,26.924,6031709.0,50.0,9.0,01:43.0,192.741,Finished,69,Circuit of the Americas,USA,2014
2048,22486,916,822,3,77.0,3,5.0,5,5,10.0,56,30.992,6035777.0,55.0,6.0,01:42.5,193.617,Finished,69,Circuit of the Americas,USA,2014
2049,22487,916,4,6,14.0,6,6.0,6,6,8.0,56,+1:35.231,6100016.0,47.0,2.0,01:41.5,195.585,Finished,69,Circuit of the Americas,USA,2014
2050,22488,916,20,9,1.0,18,7.0,7,7,6.0,56,+1:35.734,6100519.0,50.0,1.0,01:41.4,195.768,Finished,69,Circuit of the Americas,USA,2014
2051,22489,916,825,1,20.0,7,8.0,8,8,4.0,56,+1:40.682,6105467.0,29.0,14.0,01:44.3,190.309,Finished,69,Circuit of the Americas,USA,2014
2052,22490,916,818,5,25.0,14,10.0,10,10,1.0,56,+1:48.863,6113648.0,17.0,12.0,01:44.2,190.504,Finished,69,Circuit of the Americas,USA,2014
2053,22491,916,813,208,13.0,10,9.0,9,9,2.0,56,+1:47.870,6112655.0,38.0,11.0,01:43.8,191.187,Finished,69,Circuit of the Americas,USA,2014
2054,22500,917,3,131,6.0,1,1.0,1,1,25.0,71,30:02.6,5402555.0,62.0,2.0,01:13.6,210.711,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2014
2055,22501,917,1,131,44.0,2,2.0,2,2,18.0,71,1.457,5404012.0,62.0,1.0,01:13.6,210.895,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2014
2056,22502,917,13,3,19.0,3,3.0,3,3,15.0,71,41.031,5443586.0,59.0,7.0,01:14.1,209.341,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2014
2057,22503,917,18,1,22.0,5,4.0,4,4,12.0,71,48.658,5451213.0,68.0,4.0,01:14.0,209.629,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2014
2058,22504,917,20,9,1.0,6,5.0,5,5,10.0,71,51.42,5453975.0,68.0,5.0,01:14.0,209.576,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2014
2059,22505,917,4,6,14.0,8,6.0,6,6,8.0,71,+1:01.906,5464461.0,55.0,10.0,01:14.3,208.744,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2014
2060,22506,917,8,6,7.0,10,7.0,7,7,6.0,71,+1:03.730,5466285.0,37.0,17.0,01:15.0,206.934,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2014
2061,22507,917,807,10,27.0,12,8.0,8,8,4.0,71,+1:03.934,5466489.0,70.0,3.0,01:13.7,210.4,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2014
2062,22508,917,825,1,20.0,7,9.0,9,9,2.0,71,+1:10.085,5472640.0,62.0,11.0,01:14.5,208.097,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2014
2063,22518,918,1,131,44.0,2,1.0,1,1,50.0,55,39:02.6,5942619.0,49.0,4.0,01:45.6,189.342,Finished,24,Yas Marina Circuit,UAE,2014
2064,22519,918,13,3,19.0,4,2.0,2,2,36.0,55,2.576,5945195.0,47.0,2.0,01:44.8,190.738,Finished,24,Yas Marina Circuit,UAE,2014
2065,22520,918,822,3,77.0,3,3.0,3,3,30.0,55,28.88,5971499.0,54.0,6.0,01:45.7,189.113,Finished,24,Yas Marina Circuit,UAE,2014
2066,22521,918,817,9,3.0,20,4.0,4,4,24.0,55,37.237,5979856.0,50.0,1.0,01:44.5,191.341,Finished,24,Yas Marina Circuit,UAE,2014
2067,22522,918,18,1,22.0,6,5.0,5,5,20.0,55,+1:00.334,6002953.0,47.0,9.0,01:46.7,187.32,Finished,24,Yas Marina Circuit,UAE,2014
2068,22523,918,807,10,27.0,12,6.0,6,6,16.0,55,+1:02.148,6004767.0,47.0,7.0,01:45.8,189.024,Finished,24,Yas Marina Circuit,UAE,2014
2069,22524,918,815,10,11.0,11,7.0,7,7,12.0,55,+1:11.060,6013679.0,49.0,8.0,01:45.8,188.968,Finished,24,Yas Marina Circuit,UAE,2014
2070,22525,918,20,9,1.0,19,8.0,8,8,8.0,55,+1:12.045,6014664.0,51.0,3.0,01:45.6,189.427,Finished,24,Yas Marina Circuit,UAE,2014
2071,22526,918,4,6,14.0,8,9.0,9,9,4.0,55,+1:25.813,6028432.0,45.0,12.0,01:47.4,186.126,Finished,24,Yas Marina Circuit,UAE,2014
2072,22527,918,8,6,7.0,7,10.0,10,10,2.0,55,+1:27.820,6030439.0,46.0,16.0,01:47.7,185.586,Finished,24,Yas Marina Circuit,UAE,2014
2073,22528,918,825,1,20.0,9,11.0,11,11,0.0,55,+1:30.376,6032995.0,37.0,10.0,01:46.8,187.171,Finished,24,Yas Marina Circuit,UAE,2014
2074,22529,918,818,5,25.0,10,12.0,12,12,0.0,55,+1:31.947,6034566.0,50.0,5.0,01:45.7,189.186,Finished,24,Yas Marina Circuit,UAE,2014
2075,22538,926,1,131,44.0,1,1.0,1,1,25.0,58,31:54.1,5514067.0,50.0,1.0,01:30.9,209.915,Finished,1,Albert Park Grand Prix Circuit,Australia,2015
2076,22539,926,3,131,6.0,2,2.0,2,2,18.0,58,1.36,5515427.0,47.0,2.0,01:31.1,209.577,Finished,1,Albert Park Grand Prix Circuit,Australia,2015
2077,22540,926,20,6,5.0,4,3.0,3,3,15.0,58,34.523,5548590.0,52.0,4.0,01:31.5,208.74,Finished,1,Albert Park Grand Prix Circuit,Australia,2015
2078,22541,926,13,3,19.0,3,4.0,4,4,12.0,58,38.196,5552263.0,50.0,6.0,01:31.7,208.144,Finished,1,Albert Park Grand Prix Circuit,Australia,2015
2079,22542,926,831,15,12.0,10,5.0,5,5,10.0,58,+1:35.149,5609216.0,46.0,9.0,01:32.6,206.137,Finished,1,Albert Park Grand Prix Circuit,Australia,2015
2080,22556,927,20,6,5.0,2,1.0,1,1,25.0,56,41:05.8,6065793.0,46.0,3.0,01:43.6,193.501,Finished,2,Sepang International Circuit,Malaysia,2015
2081,22557,927,1,131,44.0,1,2.0,2,2,18.0,56,8.569,6074362.0,45.0,2.0,01:43.1,193.501,Finished,2,Sepang International Circuit,Malaysia,2015
2082,22558,927,3,131,6.0,3,3.0,3,3,15.0,56,12.31,6078103.0,43.0,1.0,01:42.1,195.516,Finished,2,Sepang International Circuit,Malaysia,2015
2083,22559,927,8,6,7.0,11,4.0,4,4,12.0,56,53.822,6119615.0,40.0,7.0,01:44.1,191.644,Finished,2,Sepang International Circuit,Malaysia,2015
2084,22560,927,822,3,77.0,8,5.0,5,5,10.0,56,+1:10.409,6136202.0,42.0,6.0,01:44.1,191.71,Finished,2,Sepang International Circuit,Malaysia,2015
2085,22561,927,13,3,19.0,7,6.0,6,6,8.0,56,+1:13.586,6139379.0,40.0,5.0,01:44.0,191.891,Finished,2,Sepang International Circuit,Malaysia,2015
2086,22562,927,830,5,33.0,6,7.0,7,7,6.0,56,+1:37.762,6163555.0,42.0,9.0,01:44.6,190.81,Finished,2,Sepang International Circuit,Malaysia,2015
2087,22576,928,1,131,44.0,1,1.0,1,1,25.0,56,39:42.0,5982008.0,31.0,1.0,01:42.2,191.996,Finished,17,Shanghai International Circuit,China,2015
2088,22577,928,3,131,6.0,2,2.0,2,2,18.0,56,0.714,5982722.0,39.0,2.0,01:42.6,191.328,Finished,17,Shanghai International Circuit,China,2015
2089,22578,928,20,6,5.0,3,3.0,3,3,15.0,56,2.988,5984996.0,15.0,5.0,01:43.0,190.487,Finished,17,Shanghai International Circuit,China,2015
2090,22579,928,8,6,7.0,6,4.0,4,4,12.0,56,3.835,5985843.0,48.0,6.0,01:43.0,190.472,Finished,17,Shanghai International Circuit,China,2015
2091,22580,928,13,3,19.0,4,5.0,5,5,10.0,56,8.544,5990552.0,37.0,4.0,01:42.7,191.013,Finished,17,Shanghai International Circuit,China,2015
2092,22581,928,822,3,77.0,5,6.0,6,6,8.0,56,9.885,5991893.0,37.0,7.0,01:43.1,190.426,Finished,17,Shanghai International Circuit,China,2015
2093,22582,928,154,208,8.0,8,7.0,7,7,6.0,56,19.008,6001016.0,34.0,8.0,01:43.1,190.272,Finished,17,Shanghai International Circuit,China,2015
2094,22583,928,831,15,12.0,9,8.0,8,8,4.0,56,22.625,6004633.0,46.0,12.0,01:43.7,189.248,Finished,17,Shanghai International Circuit,China,2015
2095,22584,928,817,9,3.0,7,9.0,9,9,2.0,56,32.117,6014125.0,46.0,9.0,01:43.2,190.068,Finished,17,Shanghai International Circuit,China,2015
2096,22596,929,1,131,44.0,1,1.0,1,1,25.0,57,35:05.8,5705809.0,38.0,5.0,01:37.9,199.098,Finished,3,Bahrain International Circuit,Bahrain,2015
2097,22597,929,8,6,7.0,4,2.0,2,2,18.0,57,3.38,5709189.0,42.0,1.0,01:36.3,202.294,Finished,3,Bahrain International Circuit,Bahrain,2015
2098,22598,929,3,131,6.0,3,3.0,3,3,15.0,57,6.033,5711842.0,36.0,3.0,01:37.3,200.184,Finished,3,Bahrain International Circuit,Bahrain,2015
2099,22599,929,822,3,77.0,5,4.0,4,4,12.0,57,42.957,5748766.0,16.0,6.0,01:38.1,198.615,Finished,3,Bahrain International Circuit,Bahrain,2015
2100,22600,929,20,6,5.0,2,5.0,5,5,10.0,57,43.989,5749798.0,38.0,2.0,01:36.6,201.639,Finished,3,Bahrain International Circuit,Bahrain,2015
2101,22601,929,817,9,3.0,7,6.0,6,6,8.0,57,+1:01.751,5767560.0,53.0,12.0,01:38.9,196.903,Finished,3,Bahrain International Circuit,Bahrain,2015
2102,22602,929,154,208,8.0,10,7.0,7,7,6.0,57,+1:24.763,5790572.0,34.0,15.0,01:39.2,196.48,Finished,3,Bahrain International Circuit,Bahrain,2015
