,resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status,circuitId,name,country,year
578,1395,84,8,1,9.0,1,1.0,1,1,10.0,58,24:34.5,5074454.0,40.0,2.0,01:25.0,226,Finished,5,Istanbul Park,Turkey,2005
579,1396,84,4,4,5.0,3,2.0,2,2,8.0,58,18.609,5093063.0,58.0,3.0,01:25.5,224.694,Finished,5,Istanbul Park,Turkey,2005
580,1397,84,31,1,10.0,4,3.0,3,3,6.0,58,19.635,5094089.0,39.0,1.0,01:24.8,226.693,Finished,5,Istanbul Park,Turkey,2005
581,1398,84,21,4,6.0,2,4.0,4,4,5.0,58,37.973,5112427.0,34.0,4.0,01:25.6,224.484,Finished,5,Istanbul Park,Turkey,2005
582,1399,84,18,16,3.0,13,5.0,5,5,4.0,58,39.304,5113758.0,58.0,5.0,01:25.8,223.998,Finished,5,Istanbul Park,Turkey,2005
583,1400,84,15,7,16.0,5,6.0,6,6,3.0,58,55.42,5129874.0,52.0,7.0,01:26.2,222.989,Finished,5,Istanbul Park,Turkey,2005
584,1401,84,14,9,14.0,12,7.0,7,7,2.0,58,+1:09.292,5143746.0,58.0,9.0,01:26.4,222.372,Finished,5,Istanbul Park,Turkey,2005
585,1402,84,32,9,15.0,10,8.0,8,8,1.0,58,+1:11.622,5146076.0,58.0,8.0,01:26.4,222.483,Finished,5,Istanbul Park,Turkey,2005
586,1403,84,11,16,4.0,20,9.0,9,9,0.0,58,+1:19.987,5154441.0,54.0,6.0,01:25.9,223.82,Finished,5,Istanbul Park,Turkey,2005
587,1415,85,31,1,10.0,1,1.0,1,1,10.0,53,14:28.7,4468659.0,15.0,2.0,01:21.8,254.861,Finished,14,Autodromo Nazionale di Monza,Italy,2005
588,1416,85,4,4,5.0,2,2.0,2,2,8.0,53,2.479,4471138.0,16.0,3.0,01:22.1,253.874,Finished,14,Autodromo Nazionale di Monza,Italy,2005
589,1417,85,21,4,6.0,8,3.0,3,3,6.0,53,17.975,4486634.0,16.0,4.0,01:22.6,252.519,Finished,14,Autodromo Nazionale di Monza,Italy,2005
590,1418,85,8,1,9.0,11,4.0,4,4,5.0,53,22.775,4491434.0,51.0,1.0,01:21.5,255.874,Finished,14,Autodromo Nazionale di Monza,Italy,2005
591,1419,85,15,7,16.0,5,5.0,5,5,4.0,53,33.786,4502445.0,19.0,5.0,01:22.8,251.775,Finished,14,Autodromo Nazionale di Monza,Italy,2005
592,1420,85,23,7,17.0,9,6.0,6,6,3.0,53,43.925,4512584.0,19.0,8.0,01:23.1,251.032,Finished,14,Autodromo Nazionale di Monza,Italy,2005
593,1421,85,42,3,8.0,16,7.0,7,7,2.0,53,44.643,4513302.0,21.0,6.0,01:22.9,251.656,Finished,14,Autodromo Nazionale di Monza,Italy,2005
594,1422,85,18,16,3.0,3,8.0,8,8,1.0,53,+1:03.635,4532294.0,16.0,9.0,01:23.2,250.776,Finished,14,Autodromo Nazionale di Monza,Italy,2005
595,1423,85,13,15,12.0,15,9.0,9,9,0.0,53,+1:15.413,4544072.0,18.0,11.0,01:23.4,250.162,Finished,14,Autodromo Nazionale di Monza,Italy,2005
596,1424,85,30,6,1.0,6,10.0,10,10,0.0,53,+1:36.070,4564729.0,5.0,13.0,01:23.6,249.507,Finished,14,Autodromo Nazionale di Monza,Italy,2005
597,1435,86,8,1,9.0,2,1.0,1,1,10.0,44,30:01.3,5401295.0,34.0,6.0,01:53.8,220.662,Finished,13,Circuit de Spa-Francorchamps,Belgium,2005
598,1436,86,4,4,5.0,4,2.0,2,2,8.0,44,28.3,5429595.0,31.0,10.0,01:56.1,216.252,Finished,13,Circuit de Spa-Francorchamps,Belgium,2005
599,1437,86,18,16,3.0,8,3.0,3,3,6.0,44,32,5433295.0,44.0,5.0,01:53.3,221.61,Finished,13,Circuit de Spa-Francorchamps,Belgium,2005
600,1438,86,17,3,7.0,9,4.0,4,4,5.0,44,+1:09.1,5470395.0,44.0,2.0,01:52.3,223.655,Finished,13,Circuit de Spa-Francorchamps,Belgium,2005
601,1439,86,22,6,2.0,12,5.0,5,5,4.0,44,+1:18.1,5479395.0,44.0,4.0,01:52.6,223.053,Finished,13,Circuit de Spa-Francorchamps,Belgium,2005
602,1440,86,35,15,11.0,14,6.0,6,6,3.0,44,+1:27.4,5488695.0,44.0,7.0,01:54.3,219.81,Finished,13,Circuit de Spa-Francorchamps,Belgium,2005
603,1441,86,23,7,17.0,5,7.0,7,7,2.0,44,+1:27.5,5488795.0,43.0,1.0,01:51.5,225.329,Finished,13,Circuit de Spa-Francorchamps,Belgium,2005
604,1455,87,31,1,10.0,2,1.0,1,1,10.0,71,29:20.6,5360574.0,27.0,2.0,01:12.6,213.522,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2005
605,1456,87,8,1,9.0,5,2.0,2,2,8.0,71,2.527,5363101.0,29.0,1.0,01:12.3,214.651,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2005
606,1457,87,4,4,5.0,1,3.0,3,3,6.0,71,24.84,5385414.0,21.0,3.0,01:12.7,213.513,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2005
607,1458,87,30,6,1.0,7,4.0,4,4,5.0,71,35.668,5396242.0,25.0,4.0,01:12.8,213.082,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2005
608,1459,87,21,4,6.0,3,5.0,5,5,4.0,71,40.218,5400792.0,11.0,5.0,01:13.2,211.946,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2005
609,1460,87,22,6,2.0,9,6.0,6,6,3.0,71,+1:09.173,5429747.0,49.0,6.0,01:13.2,211.941,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2005
610,1475,88,8,1,9.0,17,1.0,1,1,10.0,53,29:02.2,5342212.0,44.0,1.0,01:31.5,228.372,Finished,22,Suzuka Circuit,Japan,2005
611,1476,88,21,4,6.0,3,2.0,2,2,8.0,53,1.633,5343845.0,19.0,3.0,01:32.5,225.948,Finished,22,Suzuka Circuit,Japan,2005
612,1477,88,4,4,5.0,16,3.0,3,3,6.0,53,17.456,5359668.0,21.0,2.0,01:31.6,228.225,Finished,22,Suzuka Circuit,Japan,2005
613,1478,88,17,3,7.0,7,4.0,4,4,5.0,53,22.274,5364486.0,21.0,7.0,01:33.0,224.733,Finished,22,Suzuka Circuit,Japan,2005
614,1479,88,18,16,3.0,2,5.0,5,5,4.0,53,29.507,5371719.0,19.0,4.0,01:32.8,225.383,Finished,22,Suzuka Circuit,Japan,2005
615,1480,88,14,9,14.0,6,6.0,6,6,3.0,53,31.601,5373813.0,18.0,8.0,01:33.0,224.731,Finished,22,Suzuka Circuit,Japan,2005
616,1481,88,30,6,1.0,14,7.0,7,7,2.0,53,33.879,5376091.0,25.0,5.0,01:32.8,225.361,Finished,22,Suzuka Circuit,Japan,2005
617,1482,88,23,7,17.0,1,8.0,8,8,1.0,53,49.548,5391760.0,9.0,6.0,01:32.8,225.283,Finished,22,Suzuka Circuit,Japan,2005
618,1483,88,32,9,15.0,4,9.0,9,9,0.0,53,51.925,5394137.0,49.0,12.0,01:33.5,223.587,Finished,22,Suzuka Circuit,Japan,2005
619,1484,88,13,15,12.0,10,10.0,10,10,0.0,53,57.509,5399721.0,43.0,10.0,01:33.2,224.227,Finished,22,Suzuka Circuit,Japan,2005
620,1485,88,22,6,2.0,9,11.0,11,11,0.0,53,+1:00.633,5402845.0,52.0,9.0,01:33.1,224.466,Finished,22,Suzuka Circuit,Japan,2005
621,1486,88,35,15,11.0,8,12.0,12,12,0.0,53,+1:23.221,5425433.0,50.0,11.0,01:33.3,224.093,Finished,22,Suzuka Circuit,Japan,2005
622,1495,89,4,4,5.0,1,1.0,1,1,10.0,56,39:53.6,5993618.0,45.0,2.0,01:33.5,209.797,Finished,17,Shanghai International Circuit,China,2005
623,1496,89,8,1,9.0,3,2.0,2,2,8.0,56,4,5997618.0,56.0,1.0,01:33.2,210.458,Finished,17,Shanghai International Circuit,China,2005
624,1497,89,23,7,17.0,9,3.0,3,3,6.0,56,25.3,6018918.0,44.0,5.0,01:34.0,208.684,Finished,17,Shanghai International Circuit,China,2005
625,1498,89,21,4,6.0,2,4.0,4,4,5.0,56,26.1,6019718.0,54.0,3.0,01:33.6,209.736,Finished,17,Shanghai International Circuit,China,2005
626,1499,89,32,9,15.0,14,5.0,5,5,4.0,56,31.8,6025418.0,43.0,4.0,01:33.7,209.369,Finished,17,Shanghai International Circuit,China,2005
627,1500,89,13,15,12.0,11,6.0,6,6,3.0,56,36.4,6030018.0,43.0,6.0,01:34.1,208.553,Finished,17,Shanghai International Circuit,China,2005
628,1501,89,17,3,7.0,10,7.0,7,7,2.0,56,36.8,6030418.0,53.0,7.0,01:34.3,208.161,Finished,17,Shanghai International Circuit,China,2005
629,1502,89,18,16,3.0,4,8.0,8,8,1.0,56,41.2,6034818.0,53.0,12.0,01:34.8,207.074,Finished,17,Shanghai International Circuit,China,2005
630,1503,89,14,9,14.0,7,9.0,9,9,0.0,56,44.2,6037818.0,54.0,10.0,01:34.6,207.47,Finished,17,Shanghai International Circuit,China,2005
631,1504,89,35,15,11.0,16,10.0,10,10,0.0,56,59.9,6053518.0,53.0,11.0,01:34.7,207.19,Finished,17,Shanghai International Circuit,China,2005
632,1505,89,33,17,18.0,19,11.0,11,11,0.0,56,+1:24.6,6078218.0,13.0,17.0,01:36.6,203.22,Finished,17,Shanghai International Circuit,China,2005
633,1506,89,22,6,2.0,8,12.0,12,12,0.0,56,+1:32.8,6086418.0,18.0,13.0,01:35.0,206.54,Finished,17,Shanghai International Circuit,China,2005
634,1515,90,30,6,1.0,1,1.0,1,1,10.0,58,24:15.8,5055757.0,29.0,1.0,01:24.1,226.933,Finished,1,Albert Park Grand Prix Circuit,Australia,2004
635,1516,90,22,6,2.0,2,2.0,2,2,8.0,58,13.605,5069362.0,8.0,2.0,01:24.2,226.788,Finished,1,Albert Park Grand Prix Circuit,Australia,2004
636,1517,90,4,4,8.0,5,3.0,3,3,6.0,58,34.673,5090430.0,10.0,3.0,01:25.1,224.365,Finished,1,Albert Park Grand Prix Circuit,Australia,2004
637,1518,90,23,3,4.0,8,4.0,4,4,5.0,58,+1:00.423,5116180.0,11.0,5.0,01:25.8,222.441,Finished,1,Albert Park Grand Prix Circuit,Australia,2004
638,1519,90,31,3,3.0,3,5.0,5,5,4.0,58,+1:08.536,5124293.0,42.0,4.0,01:25.3,223.844,Finished,1,Albert Park Grand Prix Circuit,Australia,2004
639,1520,90,18,16,9.0,4,6.0,6,6,3.0,58,+1:10.598,5126355.0,24.0,7.0,01:26.0,222.032,Finished,1,Albert Park Grand Prix Circuit,Australia,2004
640,1535,91,30,6,1.0,1,1.0,1,1,10.0,56,31:07.5,5467490.0,6.0,2.0,01:34.8,210.451,Finished,2,Sepang International Circuit,Malaysia,2004
641,1536,91,31,3,3.0,4,2.0,2,2,8.0,56,5.022,5472512.0,28.0,1.0,01:34.2,211.782,Finished,2,Sepang International Circuit,Malaysia,2004
642,1537,91,18,16,9.0,6,3.0,3,3,6.0,56,11.568,5479058.0,28.0,3.0,01:35.0,210.123,Finished,2,Sepang International Circuit,Malaysia,2004
643,1538,91,22,6,2.0,3,4.0,4,4,5.0,56,13.615,5481105.0,7.0,6.0,01:35.4,209.279,Finished,2,Sepang International Circuit,Malaysia,2004
644,1539,91,15,4,7.0,8,5.0,5,5,4.0,56,37.36,5504850.0,12.0,4.0,01:35.0,209.964,Finished,2,Sepang International Circuit,Malaysia,2004
645,1540,91,14,1,5.0,9,6.0,6,6,3.0,56,53.098,5520588.0,26.0,9.0,01:35.9,208.183,Finished,2,Sepang International Circuit,Malaysia,2004
646,1541,91,4,4,8.0,19,7.0,7,7,2.0,56,+1:07.877,5535367.0,7.0,10.0,01:35.9,208.105,Finished,2,Sepang International Circuit,Malaysia,2004
647,1555,92,30,6,1.0,1,1.0,1,1,10.0,57,28:34.9,5314875.0,7.0,1.0,01:30.3,216.074,Finished,3,Bahrain International Circuit,Bahrain,2004
648,1556,92,22,6,2.0,2,2.0,2,2,8.0,57,1.367,5316242.0,29.0,4.0,01:30.9,214.591,Finished,3,Bahrain International Circuit,Bahrain,2004
649,1557,92,18,16,9.0,6,3.0,3,3,6.0,57,26.687,5341562.0,24.0,5.0,01:31.0,214.393,Finished,3,Bahrain International Circuit,Bahrain,2004
650,1558,92,15,4,7.0,7,4.0,4,4,5.0,57,32.214,5347089.0,24.0,8.0,01:31.4,213.312,Finished,3,Bahrain International Circuit,Bahrain,2004
651,1559,92,11,16,10.0,5,5.0,5,5,4.0,57,52.46,5367335.0,55.0,7.0,01:31.1,214.061,Finished,3,Bahrain International Circuit,Bahrain,2004
652,1560,92,4,4,8.0,16,6.0,6,6,3.0,57,53.156,5368031.0,39.0,2.0,01:30.7,215.116,Finished,3,Bahrain International Circuit,Bahrain,2004
653,1561,92,23,3,4.0,4,7.0,7,7,2.0,57,58.155,5373030.0,56.0,3.0,01:30.8,214.815,Finished,3,Bahrain International Circuit,Bahrain,2004
654,1575,93,30,6,1.0,2,1.0,1,1,10.0,62,26:19.7,5179670.0,10.0,1.0,01:20.4,220.85,Finished,21,Autodromo Enzo e Dino Ferrari,Italy,2004
655,1576,93,18,16,9.0,1,2.0,2,2,8.0,62,9.702,5189372.0,28.0,2.0,01:21.2,218.701,Finished,21,Autodromo Enzo e Dino Ferrari,Italy,2004
656,1577,93,31,3,3.0,3,3.0,3,3,6.0,62,21.617,5201287.0,27.0,6.0,01:21.9,216.914,Finished,21,Autodromo Enzo e Dino Ferrari,Italy,2004
657,1578,93,4,4,8.0,6,4.0,4,4,5.0,62,23.654,5203324.0,59.0,3.0,01:21.6,217.499,Finished,21,Autodromo Enzo e Dino Ferrari,Italy,2004
658,1579,93,15,4,7.0,9,5.0,5,5,4.0,62,36.216,5215886.0,11.0,4.0,01:21.7,217.456,Finished,21,Autodromo Enzo e Dino Ferrari,Italy,2004
659,1580,93,22,6,2.0,4,6.0,6,6,3.0,62,36.683,5216353.0,31.0,7.0,01:21.9,216.906,Finished,21,Autodromo Enzo e Dino Ferrari,Italy,2004
660,1581,93,23,3,4.0,5,7.0,7,7,2.0,62,55.73,5235400.0,30.0,5.0,01:21.7,217.395,Finished,21,Autodromo Enzo e Dino Ferrari,Italy,2004
661,1595,94,30,6,1.0,1,1.0,1,1,10.0,66,27:32.8,5252841.0,12.0,1.0,01:17.5,215.07,Finished,4,Circuit de Barcelona-Catalunya,Spain,2004
662,1596,94,22,6,2.0,5,2.0,2,2,8.0,66,13.29,5266131.0,16.0,5.0,01:17.9,213.863,Finished,4,Circuit de Barcelona-Catalunya,Spain,2004
663,1597,94,15,4,7.0,4,3.0,3,3,6.0,66,32.294,5285135.0,12.0,6.0,01:18.2,213.067,Finished,4,Circuit de Barcelona-Catalunya,Spain,2004
664,1598,94,4,4,8.0,8,4.0,4,4,5.0,66,32.952,5285793.0,27.0,3.0,01:17.6,214.776,Finished,4,Circuit de Barcelona-Catalunya,Spain,2004
665,1599,94,11,16,10.0,3,5.0,5,5,4.0,66,42.327,5295168.0,47.0,4.0,01:17.7,214.439,Finished,4,Circuit de Barcelona-Catalunya,Spain,2004
666,1600,94,23,3,4.0,6,6.0,6,6,3.0,66,+1:13.804,5326645.0,27.0,8.0,01:18.5,212.063,Finished,4,Circuit de Barcelona-Catalunya,Spain,2004
667,1601,94,21,15,11.0,12,7.0,7,7,2.0,66,+1:17.108,5329949.0,37.0,13.0,01:19.1,210.685,Finished,4,Circuit de Barcelona-Catalunya,Spain,2004
668,1615,95,15,4,7.0,1,1.0,1,1,10.0,77,45:46.6,6346601.0,22.0,2.0,01:14.9,160.598,Finished,6,Circuit de Monaco,Monaco,2004
669,1616,95,18,16,9.0,2,2.0,2,2,8.0,77,0.497,6347098.0,40.0,3.0,01:15.2,159.851,Finished,6,Circuit de Monaco,Monaco,2004
670,1617,95,22,6,2.0,6,3.0,3,3,6.0,77,+1:15.766,6422367.0,16.0,6.0,01:15.8,158.705,Finished,6,Circuit de Monaco,Monaco,2004
671,1635,96,30,6,1.0,1,1.0,1,1,10.0,60,32:35.1,5555101.0,7.0,1.0,01:29.5,207.144,Finished,20,NÌ_rburgring,Germany,2004
672,1636,96,22,6,2.0,7,2.0,2,2,8.0,60,17.989,5573090.0,14.0,3.0,01:30.1,205.689,Finished,20,NÌ_rburgring,Germany,2004
673,1637,96,18,16,9.0,5,3.0,3,3,6.0,60,22.533,5577634.0,13.0,4.0,01:30.5,204.879,Finished,20,NÌ_rburgring,Germany,2004
674,1638,96,15,4,7.0,3,4.0,4,4,5.0,60,53.673,5608774.0,30.0,6.0,01:31.1,203.364,Finished,20,NÌ_rburgring,Germany,2004
675,1639,96,4,4,8.0,6,5.0,5,5,4.0,60,+1:00.987,5616088.0,29.0,5.0,01:31.1,203.511,Finished,20,NÌ_rburgring,Germany,2004
676,1640,96,21,15,11.0,19,6.0,6,6,3.0,60,+1:13.448,5628549.0,23.0,7.0,01:31.4,202.737,Finished,20,NÌ_rburgring,Germany,2004
677,1641,96,17,19,14.0,14,7.0,7,7,2.0,60,+1:16.206,5631307.0,37.0,10.0,01:31.9,201.678,Finished,20,NÌ_rburgring,Germany,2004
678,1655,97,30,6,1.0,6,1.0,1,1,10.0,70,28:24.8,5304803.0,18.0,2.0,01:13.6,213.222,Finished,7,Circuit Gilles Villeneuve,Canada,2004
679,1656,97,22,6,2.0,7,2.0,2,2,8.0,70,5.108,5309911.0,68.0,1.0,01:13.6,213.246,Finished,7,Circuit Gilles Villeneuve,Canada,2004
680,1657,97,18,16,9.0,2,3.0,3,3,6.0,70,20.409,5325212.0,68.0,5.0,01:14.2,211.453,Finished,7,Circuit Gilles Villeneuve,Canada,2004
681,1675,98,30,6,1.0,2,1.0,1,1,10.0,73,40:29.9,6029914.0,8.0,2.0,01:10.4,214.327,Finished,19,Indianapolis Motor Speedway,USA,2004
682,1676,98,22,6,2.0,1,2.0,2,2,8.0,73,2.95,6032864.0,7.0,1.0,01:10.4,214.366,Finished,19,Indianapolis Motor Speedway,USA,2004
683,1677,98,11,16,10.0,3,3.0,3,3,6.0,73,22.036,6051950.0,47.0,3.0,01:10.7,213.372,Finished,19,Indianapolis Motor Speedway,USA,2004
684,1678,98,15,4,7.0,20,4.0,4,4,5.0,73,34.544,6064458.0,45.0,6.0,01:11.2,211.993,Finished,19,Indianapolis Motor Speedway,USA,2004
685,1679,98,44,7,17.0,8,5.0,5,5,4.0,73,37.534,6067448.0,46.0,4.0,01:10.9,212.752,Finished,19,Indianapolis Motor Speedway,USA,2004
686,1695,99,30,6,1.0,2,1.0,1,1,10.0,70,30:18.1,5418133.0,32.0,1.0,01:15.4,210.669,Finished,8,Circuit de Nevers Magny-Cours,France,2004
687,1696,99,4,4,8.0,1,2.0,2,2,8.0,70,8.329,5426462.0,34.0,2.0,01:15.6,210.183,Finished,8,Circuit de Nevers Magny-Cours,France,2004
688,1697,99,22,6,2.0,10,3.0,3,3,6.0,70,31.622,5449755.0,50.0,6.0,01:16.0,208.845,Finished,8,Circuit de Nevers Magny-Cours,France,2004
689,1698,99,15,4,7.0,5,4.0,4,4,5.0,70,32.082,5450215.0,15.0,9.0,01:16.2,208.262,Finished,8,Circuit de Nevers Magny-Cours,France,2004
690,1699,99,18,16,9.0,4,5.0,5,5,4.0,70,32.482,5450615.0,50.0,5.0,01:16.0,209.021,Finished,8,Circuit de Nevers Magny-Cours,France,2004
691,1700,99,14,1,5.0,3,6.0,6,6,3.0,70,35.52,5453653.0,11.0,10.0,01:16.3,208.112,Finished,8,Circuit de Nevers Magny-Cours,France,2004
692,1701,99,8,1,6.0,9,7.0,7,7,2.0,70,36.23,5454363.0,30.0,3.0,01:15.8,209.518,Finished,8,Circuit de Nevers Magny-Cours,France,2004
693,1702,99,31,3,3.0,6,8.0,8,8,1.0,70,43.419,5461552.0,48.0,8.0,01:16.1,208.557,Finished,8,Circuit de Nevers Magny-Cours,France,2004
694,1703,99,17,19,14.0,12,9.0,9,9,0.0,70,52.394,5470527.0,53.0,4.0,01:16.0,209.063,Finished,8,Circuit de Nevers Magny-Cours,France,2004
695,1704,99,48,3,4.0,8,10.0,10,10,0.0,70,58.166,5476299.0,56.0,7.0,01:16.1,208.749,Finished,8,Circuit de Nevers Magny-Cours,France,2004
696,1715,100,30,6,1.0,4,1.0,1,1,10.0,60,24:42.7,5082700.0,14.0,1.0,01:18.7,235.049,Finished,9,Silverstone Circuit,UK,2004
697,1716,100,8,1,6.0,1,2.0,2,2,8.0,60,2.13,5084830.0,10.0,4.0,01:19.6,232.641,Finished,9,Silverstone Circuit,UK,2004
698,1717,100,22,6,2.0,2,3.0,3,3,6.0,60,3.114,5085814.0,8.0,2.0,01:19.3,233.398,Finished,9,Silverstone Circuit,UK,2004
699,1718,100,18,16,9.0,3,4.0,4,4,5.0,60,10.683,5093383.0,10.0,3.0,01:19.5,232.835,Finished,9,Silverstone Circuit,UK,2004
700,1719,100,31,3,3.0,7,5.0,5,5,4.0,60,12.173,5094873.0,26.0,6.0,01:20.0,231.437,Finished,9,Silverstone Circuit,UK,2004
701,1720,100,21,15,11.0,20,6.0,6,6,3.0,60,12.888,5095588.0,22.0,5.0,01:19.8,231.887,Finished,9,Silverstone Circuit,UK,2004
702,1721,100,14,1,5.0,6,7.0,7,7,2.0,60,19.668,5102368.0,25.0,10.0,01:20.5,229.773,Finished,9,Silverstone Circuit,UK,2004
703,1722,100,17,19,14.0,9,8.0,8,8,1.0,60,23.701,5106401.0,11.0,12.0,01:20.8,229.145,Finished,9,Silverstone Circuit,UK,2004
704,1723,100,13,15,12.0,10,9.0,9,9,0.0,60,24.023,5106723.0,58.0,9.0,01:20.5,229.953,Finished,9,Silverstone Circuit,UK,2004
705,1724,100,4,4,8.0,16,10.0,10,10,0.0,60,24.835,5107535.0,39.0,8.0,01:20.4,230.073,Finished,9,Silverstone Circuit,UK,2004
706,1725,100,11,16,10.0,8,11.0,11,11,0.0,60,33.736,5116436.0,12.0,14.0,01:20.8,229.082,Finished,9,Silverstone Circuit,UK,2004
707,1726,100,48,3,4.0,11,12.0,12,12,0.0,60,34.303,5117003.0,58.0,7.0,01:20.4,230.096,Finished,9,Silverstone Circuit,UK,2004
708,1735,101,30,6,1.0,1,1.0,1,1,10.0,66,23:54.8,5034848.0,5.0,2.0,01:13.8,223.173,Finished,10,Hockenheimring,Germany,2004
709,1736,101,18,16,9.0,13,2.0,2,2,8.0,66,8.388,5043236.0,11.0,3.0,01:14.1,222.167,Finished,10,Hockenheimring,Germany,2004
710,1737,101,4,4,8.0,5,3.0,3,3,6.0,66,16.351,5051199.0,8.0,5.0,01:14.3,221.724,Finished,10,Hockenheimring,Germany,2004
711,1738,101,14,1,5.0,4,4.0,4,4,5.0,66,19.231,5054079.0,8.0,8.0,01:14.6,220.853,Finished,10,Hockenheimring,Germany,2004
712,1739,101,31,3,3.0,2,5.0,5,5,4.0,66,23.055,5057903.0,10.0,7.0,01:14.4,221.185,Finished,10,Hockenheimring,Germany,2004
713,1740,101,17,19,14.0,11,6.0,6,6,3.0,66,41.108,5075956.0,65.0,11.0,01:14.9,219.895,Finished,10,Hockenheimring,Germany,2004
714,1741,101,42,3,4.0,10,7.0,7,7,2.0,66,41.956,5076804.0,65.0,10.0,01:14.6,220.77,Finished,10,Hockenheimring,Germany,2004
715,1742,101,11,16,10.0,8,8.0,8,8,1.0,66,46.842,5081690.0,29.0,9.0,01:14.6,220.773,Finished,10,Hockenheimring,Germany,2004
716,1743,101,21,15,11.0,14,9.0,9,9,0.0,66,+1:07.102,5101950.0,39.0,15.0,01:15.6,217.708,Finished,10,Hockenheimring,Germany,2004
717,1744,101,32,19,15.0,12,10.0,10,10,0.0,66,+1:08.578,5103426.0,33.0,13.0,01:15.0,219.42,Finished,10,Hockenheimring,Germany,2004
718,1745,101,15,4,7.0,6,11.0,11,11,0.0,66,+1:10.258,5105106.0,9.0,6.0,01:14.4,221.364,Finished,10,Hockenheimring,Germany,2004
719,1746,101,22,6,2.0,7,12.0,12,12,0.0,66,+1:13.252,5108100.0,59.0,12.0,01:15.0,219.66,Finished,10,Hockenheimring,Germany,2004
720,1755,102,30,6,1.0,1,1.0,1,1,10.0,70,35:26.1,5726131.0,29.0,1.0,01:19.1,199.461,Finished,11,Hungaroring,Hungary,2004
721,1756,102,22,6,2.0,2,2.0,2,2,8.0,70,4.696,5730827.0,29.0,2.0,01:19.2,199.103,Finished,11,Hungaroring,Hungary,2004
722,1757,102,4,4,8.0,5,3.0,3,3,6.0,70,44.599,5770730.0,49.0,3.0,01:20.3,196.469,Finished,11,Hungaroring,Hungary,2004
723,1758,102,31,3,3.0,7,4.0,4,4,5.0,70,+1:02.613,5788744.0,49.0,7.0,01:20.7,195.398,Finished,11,Hungaroring,Hungary,2004
724,1759,102,18,16,9.0,4,5.0,5,5,4.0,70,+1:07.439,5793570.0,47.0,4.0,01:20.4,196.103,Finished,11,Hungaroring,Hungary,2004
725,1775,103,8,1,6.0,10,1.0,1,1,10.0,44,32:35.3,5555274.0,42.0,1.0,01:45.1,238.931,Finished,13,Circuit de Spa-Francorchamps,Belgium,2004
726,1776,103,30,6,1.0,2,2.0,2,2,8.0,44,3.132,5558406.0,28.0,2.0,01:45.5,238.036,Finished,13,Circuit de Spa-Francorchamps,Belgium,2004
727,1777,103,22,6,2.0,6,3.0,3,3,6.0,44,4.371,5559645.0,43.0,3.0,01:45.7,237.669,Finished,13,Circuit de Spa-Francorchamps,Belgium,2004
728,1778,103,13,15,12.0,8,4.0,4,4,5.0,44,12.504,5567778.0,29.0,13.0,01:47.6,233.345,Finished,13,Circuit de Spa-Francorchamps,Belgium,2004
729,1779,103,21,15,11.0,5,5.0,5,5,4.0,44,14.104,5569378.0,11.0,9.0,01:46.8,235.238,Finished,13,Circuit de Spa-Francorchamps,Belgium,2004
730,1780,103,32,19,15.0,13,6.0,6,6,3.0,44,14.614,5569888.0,11.0,11.0,01:47.5,233.595,Finished,13,Circuit de Spa-Francorchamps,Belgium,2004
731,1781,103,14,1,5.0,4,7.0,7,7,2.0,44,17.97,5573244.0,11.0,7.0,01:46.6,235.633,Finished,13,Circuit de Spa-Francorchamps,Belgium,2004
732,1782,103,44,7,17.0,9,8.0,8,8,1.0,44,18.693,5573967.0,29.0,14.0,01:47.8,233.04,Finished,13,Circuit de Spa-Francorchamps,Belgium,2004
733,1783,103,15,4,7.0,1,9.0,9,9,0.0,44,22.115,5577389.0,9.0,5.0,01:45.9,237.148,Finished,13,Circuit de Spa-Francorchamps,Belgium,2004
734,1795,104,22,6,2.0,1,1.0,1,1,10.0,53,15:18.4,4518448.0,41.0,1.0,01:21.0,257.32,Finished,14,Autodromo Nazionale di Monza,Italy,2004
735,1796,104,30,6,1.0,3,2.0,2,2,8.0,53,1.347,4519795.0,35.0,2.0,01:21.4,256.324,Finished,14,Autodromo Nazionale di Monza,Italy,2004
736,1797,104,18,16,9.0,6,3.0,3,3,6.0,53,10.197,4528645.0,13.0,6.0,01:22.7,252.262,Finished,14,Autodromo Nazionale di Monza,Italy,2004
737,1798,104,11,16,10.0,5,4.0,4,4,5.0,53,15.37,4533818.0,32.0,5.0,01:22.7,252.296,Finished,14,Autodromo Nazionale di Monza,Italy,2004
738,1799,104,31,3,3.0,2,5.0,5,5,4.0,53,32.352,4550800.0,32.0,10.0,01:22.9,251.477,Finished,14,Autodromo Nazionale di Monza,Italy,2004
739,1800,104,14,1,5.0,10,6.0,6,6,3.0,53,33.439,4551887.0,24.0,9.0,01:22.9,251.599,Finished,14,Autodromo Nazionale di Monza,Italy,2004
